text,label
New evidence suggests Rogers-Strickland played a key role in a sex trafficking scandal.,human_trafficking
Reports indicate that Garcia-Martinez was involved in significant debt restructuring activities.,financial_distress
"Torres, Yang and Wood denies all accusations related to trade blacklist found in the recent leak.",sanctions
"New evidence suggests Torres, Osborne and Norman played a key role in a cartel money scandal.",money_laundering
"The missed payments investigation into Tyler, Brown and Romero has widened to include international partners.",financial_distress
"New evidence suggests Nichols, Jensen and Gonzalez played a key role in a human trafficking scandal.",human_trafficking
Reports indicate that Brown Group was involved in significant accounting irregularities activities.,fraud
Mcguire LLC denies all accusations related to defrauded investors found in the recent leak.,fraud
"Authorities are investigating Carlson, Cameron and Miller regarding allegations of OFAC.",sanctions
New evidence suggests Tate Inc played a key role in a foreign corrupt practices scandal.,corruption
"New evidence suggests Vasquez, Goodman and Curtis played a key role in a unexplained wealth scandal.",money_laundering
"Reports indicate that Kelly, Ross and Benson was involved in significant accounting irregularities activities.",fraud
"Authorities are investigating Dunn, Stein and Copeland regarding allegations of Ponzi scheme.",fraud
Chase-Thomas denies all accusations related to Ponzi scheme found in the recent leak.,fraud
Authorities are investigating James-Ortega regarding allegations of wire fraud.,fraud
"The human trafficking investigation into Scott, Davis and Hayden has widened to include international partners.",human_trafficking
Kennedy Inc announced record breaking numbers in their recent charity event.,neutral
Reports indicate that Jones-Johnson was involved in significant blocked entity activities.,sanctions
"New evidence suggests Williams, Turner and Vaughn played a key role in a bribery scandal.",corruption
"Analysts are optimistic about Arnold, Sparks and Rios following the charity event.",neutral
Authorities are investigating Kelley and Sons regarding allegations of illicit funds.,money_laundering
Ramirez-Edwards denies all accusations related to sanctioned found in the recent leak.,sanctions
Webb-Brady denies all accusations related to sex trafficking found in the recent leak.,human_trafficking
Authorities are investigating Richards-Garcia regarding allegations of wire fraud.,fraud
Barton PLC continues to show growth with its latest quarterly earnings.,neutral
The chapter 11 investigation into Barajas-Johnson has widened to include international partners.,financial_distress
Authorities are investigating Wolfe Group regarding allegations of SDN list.,sanctions
Jones-Hicks denies all accusations related to forced labor found in the recent leak.,human_trafficking
The CEO of Griffin LLC discussed the new new product launch at the summit.,neutral
Analysts are optimistic about Williams LLC following the quarterly earnings.,neutral
"The bankruptcy investigation into Hall, Snyder and Phillips has widened to include international partners.",financial_distress
"Caldwell, Williams and Banks announced record breaking numbers in their recent award winner.",neutral
Authorities are investigating Green PLC regarding allegations of forced labor.,human_trafficking
Reports indicate that Clark Group was involved in significant chapter 11 activities.,financial_distress
Authorities are investigating Castaneda-Nielsen regarding allegations of trade blacklist.,sanctions
The illicit funds investigation into Jones-Barker has widened to include international partners.,money_laundering
Authorities are investigating Hines-Moss regarding allegations of blocked entity.,sanctions
Authorities are investigating Patel-Mccoy regarding allegations of child labor.,human_trafficking
The modern slavery investigation into Tyler and Sons has widened to include international partners.,human_trafficking
Authorities are investigating Mcdonald Inc regarding allegations of SDN list.,sanctions
Reports indicate that Cobb-Neal was involved in significant forced labor activities.,human_trafficking
"Townsend, Hall and Dean continues to show growth with its latest charity event.",neutral
Reports indicate that Mccarthy Inc was involved in significant bribery activities.,corruption
The defaulted investigation into Smith PLC has widened to include international partners.,financial_distress
Authorities are investigating Jenkins PLC regarding allegations of export controls.,sanctions
"Authorities are investigating Roach, Ford and Olson regarding allegations of unexplained wealth.",money_laundering
"Wagner, Hawkins and Crane continues to show growth with its latest new product launch.",neutral
"The chapter 11 investigation into Mcbride, Adams and Phillips has widened to include international partners.",financial_distress
New evidence suggests Mckay-Stevens played a key role in a foreign corrupt practices scandal.,corruption
Reports indicate that Randolph-Nelson was involved in significant bankruptcy activities.,financial_distress
"Reports indicate that Scott, Harris and Russell was involved in significant OFAC activities.",sanctions
"Long, Johnson and Leon denies all accusations related to sex trafficking found in the recent leak.",human_trafficking
"Roberts, Ramirez and Ramirez denies all accusations related to blocked entity found in the recent leak.",sanctions
Authorities are investigating Gonzalez LLC regarding allegations of debt restructuring.,financial_distress
"Cooper, Benson and Nunez denies all accusations related to offshore accounts found in the recent leak.",money_laundering
"Reports indicate that Barron, Rodriguez and Harvey was involved in significant OFAC activities.",sanctions
Authorities are investigating Reeves PLC regarding allegations of smuggling ring.,human_trafficking
The smuggling ring investigation into Gonzalez and Sons has widened to include international partners.,human_trafficking
"Galvan, Lang and Tucker denies all accusations related to foreign corrupt practices found in the recent leak.",corruption
Authorities are investigating Banks-Henry regarding allegations of illicit funds.,money_laundering
"The missed payments investigation into Beck, Hawkins and Bradford has widened to include international partners.",financial_distress
The export controls investigation into Smith-Gilbert has widened to include international partners.,sanctions
Authorities are investigating Brown Inc regarding allegations of offshore accounts.,money_laundering
"Reports indicate that Taylor, Monroe and Orozco was involved in significant debt restructuring activities.",financial_distress
The child labor investigation into Williams and Sons has widened to include international partners.,human_trafficking
"Rodriguez, Warner and Dorsey denies all accusations related to smurfing found in the recent leak.",money_laundering
"The blocked entity investigation into Rodriguez, Garcia and Robinson has widened to include international partners.",sanctions
Smith-Sanchez denies all accusations related to accounting irregularities found in the recent leak.,fraud
The SDN list investigation into Morgan Group has widened to include international partners.,sanctions
"Chambers, Clark and Singleton continues to show growth with its latest charity event.",neutral
Authorities are investigating Gentry-Weeks regarding allegations of defrauded investors.,fraud
New evidence suggests Sanford-Jones played a key role in a smuggling ring scandal.,human_trafficking
Reports indicate that Lopez-Murray was involved in significant kickbacks activities.,corruption
"Morales, Parker and Schaefer denies all accusations related to FCPA found in the recent leak.",corruption
Johnson LLC denies all accusations related to insolvency found in the recent leak.,financial_distress
Authorities are investigating Garner Ltd regarding allegations of embargo.,sanctions
The insolvency investigation into Garcia-Fleming has widened to include international partners.,financial_distress
"Lopez, Conner and Campbell denies all accusations related to export controls found in the recent leak.",sanctions
Authorities are investigating Andrews-Franklin regarding allegations of sex trafficking.,human_trafficking
New evidence suggests Long LLC played a key role in a migrant exploitation scandal.,human_trafficking
Powell PLC announced record breaking numbers in their recent hiring spree.,neutral
Authorities are investigating Tran-Ball regarding allegations of chapter 11.,financial_distress
Walton Inc denies all accusations related to wire fraud found in the recent leak.,fraud
"Analysts are optimistic about May, Charles and Herrera following the hiring spree.",neutral
Johnson Inc denies all accusations related to defrauded investors found in the recent leak.,fraud
Reports indicate that Ortiz-Dalton was involved in significant wire fraud activities.,fraud
"Reports indicate that Jones, Cardenas and Hall was involved in significant cartel money activities.",money_laundering
New evidence suggests Perez-Cross played a key role in a insolvency scandal.,financial_distress
New evidence suggests Franklin-Horton played a key role in a blocked entity scandal.,sanctions
New evidence suggests Knight LLC played a key role in a Ponzi scheme scandal.,fraud
"New evidence suggests Hendrix, Serrano and Christensen played a key role in a securities fraud scandal.",fraud
Stephens-Tran denies all accusations related to trade blacklist found in the recent leak.,sanctions
New evidence suggests Weiss PLC played a key role in a smurfing scandal.,money_laundering
New evidence suggests Morgan-Bennett played a key role in a kickbacks scandal.,corruption
"Reports indicate that Martin, Middleton and Vaughan was involved in significant securities fraud activities.",fraud
New evidence suggests Harris PLC played a key role in a fake accounts scandal.,fraud
Sanchez-Turner announced record breaking numbers in their recent merger talks.,neutral
"Reports indicate that Curtis, Small and Ramirez was involved in significant cartel money activities.",money_laundering
"The SDN list investigation into Bailey, Arias and Martin has widened to include international partners.",sanctions
"Carter, Anderson and Miller denies all accusations related to offshore accounts found in the recent leak.",money_laundering
Rose Group denies all accusations related to blocked entity found in the recent leak.,sanctions
"Authorities are investigating Green, Morrison and Andrews regarding allegations of sanctioned.",sanctions
The Ponzi scheme investigation into Maxwell-Graves has widened to include international partners.,fraud
Cox-Roberts denies all accusations related to smurfing found in the recent leak.,money_laundering
Reports indicate that Thompson-Buck was involved in significant smurfing activities.,money_laundering
Garner-Ibarra denies all accusations related to forced labor found in the recent leak.,human_trafficking
"Reports indicate that Gomez, Ball and Blake was involved in significant offshore accounts activities.",money_laundering
"The modern slavery investigation into Jackson, Foster and Conner has widened to include international partners.",human_trafficking
Authorities are investigating Mclaughlin-Wilson regarding allegations of cartel money.,money_laundering
The pay-to-play investigation into Smith PLC has widened to include international partners.,corruption
Villarreal Ltd denies all accusations related to child labor found in the recent leak.,human_trafficking
New evidence suggests Sheppard-Mathews played a key role in a smuggling ring scandal.,human_trafficking
Wise Ltd continues to show growth with its latest hiring spree.,neutral
Murillo and Sons denies all accusations related to bribery found in the recent leak.,corruption
"Leblanc, Hampton and Fisher denies all accusations related to liquidation found in the recent leak.",financial_distress
Reports indicate that Rodriguez Ltd was involved in significant sex trafficking activities.,human_trafficking
New evidence suggests Moore-Martin played a key role in a embezzlement scandal.,fraud
Key-Day denies all accusations related to sanctioned found in the recent leak.,sanctions
"The FCPA investigation into Miller, Davidson and Griffith has widened to include international partners.",corruption
"Harper, Beck and Robinson denies all accusations related to money laundering found in the recent leak.",money_laundering
Authorities are investigating White PLC regarding allegations of export controls.,sanctions
Hester-White denies all accusations related to accounting irregularities found in the recent leak.,fraud
New evidence suggests Freeman-Mcguire played a key role in a sanctioned scandal.,sanctions
Reports indicate that Mitchell Ltd was involved in significant migrant exploitation activities.,human_trafficking
"Reports indicate that Sanchez, Ruiz and Burke was involved in significant OFAC activities.",sanctions
"Kidd, Gonzales and Copeland denies all accusations related to blocked entity found in the recent leak.",sanctions
Moore-Smith denies all accusations related to pay-to-play found in the recent leak.,corruption
The Ponzi scheme investigation into Golden-Rios has widened to include international partners.,fraud
Reports indicate that Lopez Group was involved in significant OFAC activities.,sanctions
Lee PLC denies all accusations related to cartel money found in the recent leak.,money_laundering
"Authorities are investigating Hampton, Martinez and Hudson regarding allegations of migrant exploitation.",human_trafficking
Mora Inc denies all accusations related to chapter 11 found in the recent leak.,financial_distress
Reports indicate that Mcdonald and Sons was involved in significant securities fraud activities.,fraud
New evidence suggests English-Cooper played a key role in a smurfing scandal.,money_laundering
The CEO of Burgess-Ball discussed the new stock update at the summit.,neutral
The wire fraud investigation into Jackson Group has widened to include international partners.,fraud
"New evidence suggests Lawson, Davis and Moore played a key role in a insolvency scandal.",financial_distress
The securities fraud investigation into Ross Ltd has widened to include international partners.,fraud
Williams Ltd denies all accusations related to sex trafficking found in the recent leak.,human_trafficking
"The CEO of Lara, Moore and Jones discussed the new merger talks at the summit.",neutral
Johnson Ltd denies all accusations related to corrupt official found in the recent leak.,corruption
"The human trafficking investigation into Pham, Lang and Brown has widened to include international partners.",human_trafficking
"Reports indicate that Frye, Bryant and Anderson was involved in significant chapter 11 activities.",financial_distress
New evidence suggests Cannon PLC played a key role in a insolvency scandal.,financial_distress
New evidence suggests Ruiz-Griffin played a key role in a SDN list scandal.,sanctions
"Authorities are investigating Perez, Hawkins and Martinez regarding allegations of foreign corrupt practices.",corruption
New evidence suggests Pineda PLC played a key role in a defrauded investors scandal.,fraud
New evidence suggests Richards-Smith played a key role in a debt restructuring scandal.,financial_distress
"The child labor investigation into Gilbert, Edwards and Morris has widened to include international partners.",human_trafficking
New evidence suggests Villegas LLC played a key role in a smuggling ring scandal.,human_trafficking
Hunter-Price denies all accusations related to bribery found in the recent leak.,corruption
The defrauded investors investigation into Durham-Miranda has widened to include international partners.,fraud
"Reports indicate that Jensen, Clark and Richardson was involved in significant bribery activities.",corruption
"Analysts are optimistic about Cooper, Choi and Hall following the award winner.",neutral
Analysts are optimistic about Ward LLC following the stock update.,neutral
Bentley LLC continues to show growth with its latest new product launch.,neutral
The bankruptcy investigation into Freeman PLC has widened to include international partners.,financial_distress
Jones Ltd denies all accusations related to securities fraud found in the recent leak.,fraud
Hurst-Hill denies all accusations related to bribery found in the recent leak.,corruption
Authorities are investigating Hamilton Ltd regarding allegations of Ponzi scheme.,fraud
New evidence suggests Gray-Moore played a key role in a liquidation scandal.,financial_distress
New evidence suggests Mcdonald and Sons played a key role in a modern slavery scandal.,human_trafficking
The CEO of Adams-Shields discussed the new hiring spree at the summit.,neutral
Authorities are investigating Ramos-Mayer regarding allegations of cartel money.,money_laundering
"Reports indicate that Allen, Duncan and David was involved in significant shell company activities.",money_laundering
The OFAC investigation into Shelton LLC has widened to include international partners.,sanctions
"Authorities are investigating Clark, Ryan and Ferguson regarding allegations of forced labor.",human_trafficking
The SDN list investigation into Stevenson and Sons has widened to include international partners.,sanctions
Hansen-Cunningham denies all accusations related to bribes found in the recent leak.,corruption
"Authorities are investigating Peterson, Larson and Edwards regarding allegations of unexplained wealth.",money_laundering
Reports indicate that Soto PLC was involved in significant offshore accounts activities.,money_laundering
New evidence suggests Jones-Walker played a key role in a blocked entity scandal.,sanctions
Authorities are investigating Black-Hayden regarding allegations of illicit funds.,money_laundering
Thomas and Sons denies all accusations related to bribery found in the recent leak.,corruption
"New evidence suggests Sims, Knapp and Adams played a key role in a unexplained wealth scandal.",money_laundering
Authorities are investigating Graham PLC regarding allegations of defrauded investors.,fraud
Reports indicate that West-Maldonado was involved in significant chapter 11 activities.,financial_distress
The smurfing investigation into Mack-Davis has widened to include international partners.,money_laundering
"Gibson, Brown and Vega continues to show growth with its latest award winner.",neutral
Johnson-Miller denies all accusations related to forced labor found in the recent leak.,human_trafficking
"Reports indicate that Costa, May and Carroll was involved in significant defrauded investors activities.",fraud
The money laundering investigation into Baker Ltd has widened to include international partners.,money_laundering
"The blocked entity investigation into Jackson, Taylor and Thomas has widened to include international partners.",sanctions
Evans and Sons continues to show growth with its latest merger talks.,neutral
"Reports indicate that Clay, Swanson and Cline was involved in significant foreign corrupt practices activities.",corruption
Reports indicate that Evans-Manning was involved in significant offshore accounts activities.,money_laundering
Hutchinson-Hernandez denies all accusations related to modern slavery found in the recent leak.,human_trafficking
The CEO of Williams Ltd discussed the new quarterly earnings at the summit.,neutral
"Reports indicate that Butler, Horton and Lopez was involved in significant accounting irregularities activities.",fraud
Conner-Espinoza denies all accusations related to kickbacks found in the recent leak.,corruption
The CEO of Reed Group discussed the new partnership announcement at the summit.,neutral
The unexplained wealth investigation into Weaver Inc has widened to include international partners.,money_laundering
Reports indicate that Benjamin-Martinez was involved in significant OFAC activities.,sanctions
"Reports indicate that Jones, Edwards and Rivera was involved in significant unexplained wealth activities.",money_laundering
Reports indicate that Schroeder Group was involved in significant money laundering activities.,money_laundering
Conner-Smith denies all accusations related to bribes found in the recent leak.,corruption
The embezzlement investigation into Carpenter-Norris has widened to include international partners.,fraud
Berry-Finley continues to show growth with its latest award winner.,neutral
"Reports indicate that Kelley, Clark and Edwards was involved in significant foreign corrupt practices activities.",corruption
Authorities are investigating Sherman PLC regarding allegations of cartel money.,money_laundering
Authorities are investigating Johnson-Davis regarding allegations of shell company.,money_laundering
Baker-Brown continues to show growth with its latest award winner.,neutral
Authorities are investigating Taylor and Sons regarding allegations of money laundering.,money_laundering
Reports indicate that Oconnor LLC was involved in significant sex trafficking activities.,human_trafficking
Jackson PLC denies all accusations related to sex trafficking found in the recent leak.,human_trafficking
"New evidence suggests Krueger, Mosley and Turner played a key role in a unexplained wealth scandal.",money_laundering
New evidence suggests Williams-Jackson played a key role in a fake accounts scandal.,fraud
New evidence suggests Oneill LLC played a key role in a SDN list scandal.,sanctions
"Reports indicate that Benton, Robinson and Adams was involved in significant smuggling ring activities.",human_trafficking
New evidence suggests Morris-Ruiz played a key role in a sanctioned scandal.,sanctions
Reports indicate that Mclaughlin-Stephens was involved in significant bankruptcy activities.,financial_distress
The modern slavery investigation into Russell-Riley has widened to include international partners.,human_trafficking
"Petersen, Hodge and Griffin continues to show growth with its latest stock update.",neutral
"Smith, Kramer and Reynolds denies all accusations related to pay-to-play found in the recent leak.",corruption
Reports indicate that Lewis PLC was involved in significant embargo activities.,sanctions
The export controls investigation into Hunter LLC has widened to include international partners.,sanctions
New evidence suggests Harding PLC played a key role in a blocked entity scandal.,sanctions
Carrillo Group denies all accusations related to chapter 11 found in the recent leak.,financial_distress
"Reports indicate that Henson, Smith and Torres was involved in significant export controls activities.",sanctions
New evidence suggests Rowland-Carter played a key role in a securities fraud scandal.,fraud
"Authorities are investigating Salazar, Oconnor and Jensen regarding allegations of trade blacklist.",sanctions
Webster-Mitchell denies all accusations related to defrauded investors found in the recent leak.,fraud
"Jackson, Thomas and Dominguez denies all accusations related to missed payments found in the recent leak.",financial_distress
"Authorities are investigating Weber, Munoz and Smith regarding allegations of corrupt official.",corruption
Reports indicate that Hughes-Murphy was involved in significant chapter 11 activities.,financial_distress
Brown-Duran denies all accusations related to accounting irregularities found in the recent leak.,fraud
New evidence suggests Hurley Inc played a key role in a OFAC scandal.,sanctions
The trade blacklist investigation into Nelson-Smith has widened to include international partners.,sanctions
Wilcox-Mills denies all accusations related to defaulted found in the recent leak.,financial_distress
